a,desvendar,dor,mais,vastidao
alivia,a
aliviando,a
amor,me
aos,poucos
asa,morena
beijo,muito
com,a
corpo,com,fragil
crescer,de
de,um
desvendar,a
do,meu,teu
dor,aliviando,que
e,o
emocao,me
faz,pequena,ser
forte,unindo
fragil,corpo
gesto,muito
implodindo,aos
louco,me
mais,pura
mata,me
me,alivia,faz,implodindo,toma
meu,corpo
morena,me,zizi
muito,forte,louco
no,crescer,universo
norte,do
num,gesto
o,norte,sul
pensar,num
pequena,asa
possi,
poucos,no
pura,emocao
que,mata
sem,pensar
ser,teu
sul,e
teu,amor
toma,no,sem
um,beijo
unindo,o
universo,a
vastidao,do
zizi,possi
